date,product_id,product_name,category,business_type,unit_of_measure,opening_stock,units_sold,shrinkage_units,units_restocked,closing_stock,unit_cost_kes,selling_price_kes,supplier_name,supplier_county,supplier_lead_days,reorder_level,is_holiday,is_weekend
2025-09-28,PRD012,Dettol Antiseptic 100ml,Antiseptics,pharmacy,BOTTLE,30.0,14.0,1,0,15,145,200.0,,NAIROBI,3,20,0,1
2024-02-07,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,pack,46.0,26.0,1,69,88,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-10-04,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,15.0,6.0,3,14,20,250,400.0,Interchemie Kenya,Nairob,4,10,0,1
2024-11-30,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,95.0,19.0,3,0,73,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2024-02-13,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,14.0,14.0,0,0,0,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-07-19,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,86.0,23.0,0,0,63,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2026-03-19,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,56.0,15.0,1,0,40,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2026-04-16,PRD020,Earphones Generic,Accessories,Electronics,PCS,108.0,4.0,2,0,102,150,,,,2,12,0,0
2024-03-03,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,,40.0,1,0,55,35,60.0,Dawa Ltd,nairobi,2,50,0,1
2024-11-03,PRD018,  Drenching Gun Dewormer  ,Veterinary,Agrovet,Bottle,8.0,5.0,1,0,2,480,650.0,Interchemie Kenya,nairobi,4,8,0,1
2026-01-19,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pack,112.0,39.0,1,0,74,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2024-10-15,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,118.0,1.0,2,0,115,35,1791.2797569936133,Dawa Ltd,nairobi,2,50,0,0
2024-07-02,PRD004,  KCC Butter 250g  ,Dairy,Mini Supermarket,Pcs,74.0,31.0,1,0,42,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2025-04-09,PRD009,  Paracetamol 500mg x10  ,Analgesics,Pharmacy,Strips,-88.0,,2,0,74,18,,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-10-16,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,bottle,26.0,25.0,1,0,0,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2024-05-03,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,106.0,19.0,2,0,85,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2024-12-10,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,26.0,,1,46,50,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-10-03,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,7.0,2.0,2,0,3,3200,116433.18420458488,MEA Fertilisers,NAIROBI,7,5,0,0
2024-04-12,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,113.0,19.0,1,0,93,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-12-16,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,104.0,37.0,0,0,67,42,55.0,Unilever Kenya,Nairobi,3,35,0,0
2025-01-24,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,24.0,-12.0,3,0,9,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-03-01,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,67.0,11.0,3,0,53,250,400.0,Interchemie Kenya,Nairob,4,10,0,1
2025-09-15,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,91.0,23.0,0,0,68,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-10-18,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,19.0,19.0,3,0,0,380,19405.530700764146,Luthuli Ave Wholesale,NAIROBI,2,10,0,1
01-02-2026,PRD020,Earphones Generic,Accessories,Electronics,PCS,86.0,29.0,3,34,98,150,300.0,,nairobi,2,12,0,1
2026-03-03,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,35.0,17.0,3,0,15,35,60.0,Dawa Ltd,,2,50,0,0
2025-06-16,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,bottle,99.0,23.0,0,0,76,230,,Kapa Oil Refineries,Nairobi,4,20,0,0
2024-06-14,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,Pcs,81.0,3.0,1,0,77,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2026-04-19,PRD020,Earphones Generic,Accessories,Electronics,PCS,74.0,25.0,3,50,96,150,300.0,,NAIROBI,2,12,0,1
2026-01-21,PRD008,  Royco Mchuzi Mix 75g  ,Seasonings,Mini Supermarket,Pack,66.0,31.0,3,5,37,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-09-16,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,-113.0,21.0,0,0,105,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-01-12,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,pcs,60.0,15.0,3,50,92,210,,Brookside Dairy Ltd,kiambu,2,15,0,1
2024-11-21,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,30.0,15.0,1,0,14,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-04-23,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,108.0,22.0,0,0,86,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-06-17,PRD016,Maize Seed 2kg,Seeds,Agrovet,pck,10.0,10.0,0,0,15,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2025-10-18,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,87.0,4.0,1,0,82,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2025-03-18,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,79.0,,2,0,54,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2026-03-26,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,18.0,13.0,0,22,27,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2025-04-02,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,-88.0,26.0,3,0,59,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2025-02-07,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,27.0,20.0,1,0,6,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-10-25,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,63.0,33.0,2,0,28,135,160.0,Mumias Sugar Distributor,,5,30,0,0
25/03/2024,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,PACK,67.0,31.0,3,45,78,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2024-04-21,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,26.0,18.0,3,0,5,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2024-07-30,PRD020,Earphones Generic,Accessories,Electronics,Pcs,90.0,34.0,0,0,56,150,300.0,,NAIROBI,2,12,0,0
2025-08-07,PRD020,Earphones Generic,Accessories,Electronics,PCS,60.0,-29.0,1,7,37,150,,,NAIROBI,2,12,0,0
2025-02-18,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,113.0,35.0,1,0,77,35,60.0,,nairobi,2,50,0,0
2024-06-09,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarkt,bag,26.0,-8.0,1,0,0,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2025-11-27,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,,36.0,2,46,100,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2026-03-28,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,25.0,11.0,2,77,89,380,520.0,Kenya Seed Company,Nakurru,5,15,0,1
2024-02-24,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,58.0,3.0,3,0,52,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2025-12-22,PRD020,Earphones Generic,Accessories,Electronics,PCS,9.0,7.0,3,6,5,150,300.0,,NAIROBI,2,12,0,0
2025-03-03,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,92.0,15.0,0,0,77,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2024-06-24,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,117.0,30.0,0,50,137,55,,   ,Kiambu ,2,40,0,0
2025-11-04,PRD012,  Dettol Antiseptic 100ml  ,Antiseptics,Pharmacy,Bottle,70.0,11.0,2,71,128,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2025-09-24,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Packs,,39.0,2,16,87,35,60.0,Dawa Ltd,NAIROBI,2,50,0,0
2024-09-15,PRD020,Earphones Generic,Accessories,Electronics,PCS,110.0,19.0,3,0,88,150,,,NAIROBI,2,12,0,1
2024-03-25,PRD003,Brookside Milk 500ml,dairy,Mini Supermarket,piece,7.0,4.0,3,0,0,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2025-09-07,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Btl,,9.0,3,0,62,145,200.0,Reckitt Kenya,NAIROBI,3,20,1,1
2025-03-09,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Btl,15.0,4.0,3,0,8,480,650.0,Interchemie Kenya,NAIROBI,4,8,0,1
2026-02-08,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,106.0,39.0,1,0,66,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,1
2024-09-05,PRD018,  Drenching Gun Dewormer  ,Veterinary,Agrovet,Bottle,102.0,20.0,0,0,82,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2025-01-25,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,-88.0,24.0,3,24,85,210,,Brookside Dairy Ltd,kiambu,2,15,0,1
2025-10-08,PRD020,Earphones Generic,Accessories,Electronics,PCS,102.0,8.0,1,0,93,150,300.0,,NAIROBI,2,12,0,0
2025-11-29,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,41.0,19.0,2,0,20,380,520.0,Kenya Seed Company,Nakurru,5,15,0,1
2025-05-25,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,116.0,39.0,2,0,75,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2025-11-09,PRD005,Elianto Cooking Oil 1L,Oils & Fats,mini supermarket,btl,89.0,35.0,3,20,71,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2025-04-10,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,98.0,4.0,1,0,93,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-11-22,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,27.0,10.0,1,0,16,250,400.0,Interchemie Kenya,Nairob,4,10,0,1
2024-05-04,PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,64.0,32.0,3,0,29,380,,Kenya Seed Company,Nakurru,5,15,0,1
2025-01-21,PRD020,Earphones Generic,Accessories,Electronics,PCS,115.0,27.0,1,24,111,150,300.0,,NAIROBI,2,12,0,0
2024-11-14,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,,-15.0,0,47,153,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-11-27,PRD013,  Malaria RDT Kit  ,Diagnostics,Pharmacy,pcs,54.0,4.0,0,62,112,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2024-05-10,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,Bags,66.0,24.0,0,25,66,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-09-08,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,14.0,13.0,2,52,51,35,60.0,Dawa Ltd,nairobi,2,50,0,0
02/19/2026,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,32.0,29.0,0,4,7,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2026-01-08,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Supermarket,BAG,16.0,1.0,0,0,15,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2024-05-07,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,112.0,35.0,1,0,76,145,200.0,Reckitt Kenya,,3,20,0,0
2024-04-22,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,107.0,33.0,1,0,73,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2025-10-07,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,-24.0,19.0,2,0,3,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-01-07,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,15.0,4.0,0,0,11,380,650.0,Luthuli Ave Wholesale,Nairobi,2,10,0,0
2025-10-22,PRD009,  Paracetamol 500mg x10  ,Analgesics,Pharmacy,Strips,10.0,7.0,1,36,22,18,,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-11-13,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,52.0,2.0,0,0,50,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2025-09-15,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,49.0,20.0,1,50,78,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,0
2025-06-18,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,8.0,4.0,1,57,62,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-02-03,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,15.0,1.0,2,0,12,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2024-10-17,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,47.0,1.0,1,0,45,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2025-02-13,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,94.0,8.0,3,0,83,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2025-12-10,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,51.0,25.0,2,0,24,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2025-12-14,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,52.0,36.0,3,0,13,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2024-06-14,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,bag,15.0,1.0,3,0,11,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2024-09-25,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,92.0,7.0,3,0,82,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2024-06-27,PRD020,Earphones Generic,Accessories,Electronics,PCS,24.0,1.0,0,13,36,150,300.0,,NAIROBI,2,12,0,0
2024-01-10,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,12.0,0.0,3,0,9,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,0
2024-07-24,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,76.0,40.0,1,25,60,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2026-01-10,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,68.0,6.0,1,63,124,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,1
2024-12-21,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,42.0,20.0,0,0,22,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,1
2025-09-19,PRD019,Infinix Charger 33W,Accessories,Electroncis,PCS,120.0,36.0,0,0,84,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-11-11,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,57.0,37.0,2,0,18,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2024-07-10,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,103.0,19.0,1,0,83,3800,4500.0,MEA Fertilisers,Nairob,7,5,0,0
2025-11-22,PRD001,  Unga Jogoo 2kg  ,flour & grains,Mini Supermarket,bag,-37.0,33.0,1,0,1,145,,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2025-01-05,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Sup.,bag,32.0,,0,0,12,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,1
2025-02-21,PRD004,KCC Butter 250g,Dairy,Mini Supermarket,piece,92.0,26.0,0,0,66,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,0
2025-07-09,PRD010,Amoxicillin 250mg x6,Antibiotics,Pharmacy,Strips,34.0,17.0,2,0,15,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2026-03-23,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,27.0,10.0,2,0,15,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
"Jan 27, 2025",PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,26.0,10.0,0,42,58,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2026-02-02,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,75.0,20.0,1,39,93,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-08-15,PRD015,CAN Fertiliser 50kg,FERTILISERS,Agrovet,BAG,59.0,21.0,3,0,35,3200,3900.0,MEA Fertilisers,nairobi,7,5,0,0
2024-08-21,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Bottle,36.0,15.0,2,0,19,480,650.0,Interchemie Kenya,nairobi,4,8,0,0
2024-12-05,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,32.0,22.0,2,79,87,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2026-02-08,PRD004,KCC Butter 250g,Dairy,Mini Sup.,piece,28.0,23.0,1,0,4,210,260.0,Brookside Dairy Ltd,kiambu,2,15,0,1
2024-02-23,PRD002,  Pembe Unga 1kg  ,Flour & Grains,Mini Supermarket,BAG,78.0,28.0,3,0,47,78,95.0,,NAIROBI,3,25,0,0
2025-04-17,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,60.0,17.0,3,0,40,120,200.0,Medipharm Ltd,,4,25,0,0
2026-03-21,PRD016,Maize Seed 2kg,Seeds,AGROVET,Packs,60.0,23.0,2,0,35,380,520.0,Kenya Seed Company,nakurru,5,15,0,1
2024-06-13,PRD011,ORS Sachets x6,Rehydration,Pharmacy,Pack,114.0,7.0,1,0,106,35,60.0,Dawa Ltd,nairobi,2,50,0,0
2024-12-05,PRD020,Earphones Generic,Accessories,Electronics,PCS,114.0,13.0,1,0,100,150,300.0,,NAIROBI,2,12,0,0
2025-12-08,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,120.0,37.0,0,0,83,250,400.0,,Nairob,4,10,0,0
2024-01-13,PRD014,DAP Fertiliser 50kg,Fertilisers,Agrovet,bag,111.0,17.0,0,16,110,3800,134345.981774521,MEA Fertilisers,Nairob,7,5,0,1
"Mar 21, 2024",PRD016,Maize Seed 2kg,Seeds,Agrovet,PACK,53.0,24.0,0,0,29,380,520.0,Kenya Seed Company,nakurru,5,15,0,0
2025-05-21,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,37.0,11.0,2,0,24,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2024-10-02,PRD003,Brookside Milk 500ml,Dairy,Mini Supermarket,piece,72.0,1.0,3,0,68,55,70.0,   ,Kiambu ,2,40,0,0
2025-12-08,PRD002,  Pembe Unga 1kg  ,Flour & Grains,Mini Supermarket,BAG,61.0,29.0,3,0,29,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,0
2024-06-22,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,Bottle,,31.0,3,0,36,145,200.0,Reckitt Kenya,NAIROBI,3,20,0,1
2025-12-22,PRD018,Drenching Gun Dewormer,Veterinary,Agrovet,Btl,93.0,14.0,2,29,106,480,650.0,   ,nairobi,4,8,0,0
2025-01-22,PRD015,CAN Fertiliser 50kg,Fertilisers,Agrovet,BAG,26.0,4.0,3,40,59,3200,3900.0,MEA Fertilisers,NAIROBI,7,5,0,0
2025-07-13,PRD002,Pembe Unga 1kg,Flour & Grains,Mini Sup.,Bag,50.0,38.0,3,0,9,78,95.0,Unga Ltd Nairobi,NAIROBI,3,25,0,1
2026-04-19,PRD006,Salit Sugar 1kg,SUGAR & SPICES,Mini Supermarket,Bags,47.0,13.0,2,0,32,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2026-04-22,PRD020,Earphones Generic,accessories,Electronics,PCS,109.0,34.0,3,47,119,150,,   ,nairobi,2,12,0,0
2024-01-31,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,-78.0,2.0,1,0,75,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2025-11-11,PRD010,  Amoxicillin 250mg x6  ,Antibiotics,Pharmacy,Strips,41.0,3.0,1,0,37,55,90.0,,NAIROBI,3,40,0,0
2024-06-08,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,66.0,13.0,1,0,52,42,55.0,Unilever Kenya,nairobi,3,35,0,1
2024-12-02,PRD019,Infinix Charger 33W,accessories,Electronics,PCS,17.0,5.0,3,0,9,380,19405.530700764146,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2024-10-27,PRD006,Salit Sugar 1kg,sugar & spices,Mini Supermarket,Bag ,47.0,,2,0,6,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2025-04-07,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,-93.0,8.0,1,0,84,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2025-06-19,PRD020,Earphones Generic,Accessories,ELECTRONICS,PCS,97.0,35.0,1,0,61,150,300.0,,NAIROBI,2,12,0,0
2026-02-28,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,5.0,4.0,0,15,16,250,400.0,Interchemie Kenya,Nairob,4,10,0,1
2025-02-18,PRD010,Amoxicillin 250mg x6,antibiotics,Pharmacy,Strips,64.0,2.0,2,0,60,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2026-01-07,PRD007,Omo Washing Powder 1kg,Detergents,MINI SUPERMARKET,pack,18.0,15.0,3,0,0,295,398.25,Bidco Africa Mombasa Rd,Nairob,3,12,0,0
2025-01-23,PRD020,Earphones Generic,Accessories,Electronics,PCS,111.0,15.0,1,0,95,150,300.0,,NAIROBI,2,12,0,0
2024-07-20,PRD012,Dettol Antiseptic 100ml,Antiseptics,Pharmacy,btl,6.0,3.0,3,0,8,145,200.0,Reckitt Kenya,nairobi,3,20,0,1
2024-04-04,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,47.0,35.0,3,0,9,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2025-08-03,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,60.0,13.0,3,67,111,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2025-06-27,PRD017,Newcastle Vaccine 100dos,Veterinary,Agrovet,VIAL,36.0,8.0,0,11,39,250,400.0,Interchemie Kenya,Nairob,4,10,0,0
2024-06-17,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,112.0,39.0,2,13,84,145,175.0,   ,,3,30,0,0
2026-02-22,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,,7.0,1,0,9,120,200.0,Medipharm Ltd,Nairobi ,4,25,1,1
2024-10-17,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,48.0,,2,0,6,145,175.0,Unga Ltd Nairobi,Nairobi ,3,30,0,0
2025-07-18,PRD013,Malaria RDT Kit,Diagnostics,Pharmacy,PCS,24.0,3.0,2,0,19,120,200.0,Medipharm Ltd,Nairobi ,4,25,0,0
2026-02-05,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,Pack,53.0,31.0,0,0,22,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2026-01-20,PRD019,Infinix Charger 33W,Accessories,Electronics,PCS,106.0,10.0,1,0,95,380,650.0,Luthuli Ave Wholesale,NAIROBI,2,10,0,0
2026-01-17,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,81.0,39.0,2,0,40,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,1
2025-05-25,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,72.0,13.0,1,24,82,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,1
2024-08-05,PRD016,  Maize Seed 2kg  ,Seeds,agrovet,PACK,99.0,4.0,2,0,93,380,520.0,Kenya Seed Company,Nakurru,5,15,0,0
2024-10-17,PRD008,Royco Mchuzi Mix 75g,Seasonings,Mini Supermarket,pck,48.0,13.0,3,0,32,42,55.0,Unilever Kenya,nairobi,3,35,0,0
2024-12-06,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,56.0,29.0,0,0,27,18,,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2026-02-09,PRD010,Amoxicillin 250mg x6,antibiotics,Pharmacy,Strips,105.0,37.0,0,68,139,55,90.0,Cosmos Pharmaceuticals,NAIROBI,3,40,0,0
2026-01-25,PRD005,Elianto Cooking Oil 1L,Oils & Fats,Mini Supermarket,btl,70.0,12.0,2,59,115,230,280.0,Kapa Oil Refineries,Nairobi,4,20,0,1
2026-04-30,PRD020,Earphones Generic,Accessories,Electronics,PCS,81.0,5.0,1,0,75,150,300.0,,NAIROBI,2,12,0,0
2025-03-11,PRD003,Brookside Milk 500ml,DAIRY,Mini Supermarket,Pcs,100.0,8.0,1,0,91,55,70.0,Brookside Dairy Ltd,Kiambu ,2,40,0,0
2024-02-16,PRD006,Salit Sugar 1kg,Sugar & Spices,Mini Supermarket,Bag ,,8.0,2,0,93,135,160.0,Mumias Sugar Distributor,Kisumu,5,30,0,0
2024-08-06,PRD009,Paracetamol 500mg x10,Analgesics,Pharmacy,Strips,15.0,4.0,0,0,11,18,30.0,Shelys Pharmaceuticals,Nairobi ,2,60,0,0
2024-04-24,PRD001,Unga Jogoo 2kg,Flour & Grains,Mini Supermarket,bag,27.0,25.0,2,18,18,145,175.0,,Nairobi ,3,30,0,0
2024-03-15,PRD007,Omo Washing Powder 1kg,Detergents,Mini Supermarket,pck,112.0,-11.0,0,0,101,295,398.25,Bidco Africa Mombasa Rd,nairob,3,12,0,0
